S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,No. of Units,Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Option Exercised / Sales Agreement Signed,unit price bin,Tenure 2
207,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,898720,431,Strata,06 to 10,2087,9/1/2013,2000-2499,>900 / Freehold
208,HOLLAND PEAK,HOLLAND HILL,Condominium,10,CCR,Freehold,1,3650000,2551,Strata,01 to 05,1431,9/1/2013,1000-1499,>900 / Freehold
210,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1307310,614,Strata,06 to 10,2131,9/1/2013,2000-2499,>900 / Freehold
229,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,6420000,2605,Strata,01 to 05,2465,9/1/2013,2000-2499,>900 / Freehold
230,VIZ AT HOLLAND,QUEENSWAY,Condominium,10,CCR,Freehold,1,2100000,1259,Strata,06 to 10,1667,9/1/2013,1500-1999,>900 / Freehold
241,REGENCY PARK,NATHAN ROAD,Condominium,10,CCR,Freehold,1,6900000,3649,Strata,21 to 25,1891,9/1/2013,1500-1999,>900 / Freehold
284,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,851160,420,Strata,01 to 05,2028,9/1/2013,2000-2499,>900 / Freehold
285,CLUNY PARK RESIDENCE,CLUNY PARK ROAD,Condominium,10,CCR,Freehold,1,8000000,2842,Strata,01 to 05,2815,9/1/2013,2500-2999,>900 / Freehold
286,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,885800,431,Strata,01 to 05,2057,9/1/2013,2000-2499,>900 / Freehold
287,MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,1,2647000,1582,Strata,01 to 05,1673,9/1/2013,1500-1999,<105
291,RESIDENTIAL APARTMENTS,NASSIM HILL,Apartment,10,CCR,Freehold,1,8027000,3229,Strata,01 to 05,2486,9/1/2013,2000-2499,>900 / Freehold
312,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2470610,1593,Strata,26 to 30,1551,9/1/2013,1500-1999,<105
321,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1766280,861,Strata,06 to 10,2051,9/1/2013,2000-2499,>900 / Freehold
322,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1424340,689,Strata,06 to 10,2068,9/1/2013,2000-2499,>900 / Freehold
323,MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,1,3922000,1905,Strata,01 to 05,2059,9/1/2013,2000-2499,<105
324,MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,1,3955000,1905,Strata,01 to 05,2076,9/1/2013,2000-2499,<105
351,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,2050000,1216,Strata,06 to 10,1685,9/1/2013,1500-1999,>900 / Freehold
352,CLUNY PARK RESIDENCE,CLUNY PARK ROAD,Condominium,10,CCR,Freehold,1,2665000,840,Strata,01 to 05,3174,9/1/2013,3000-3499,>900 / Freehold
354,THE SIENA,TAN KIM CHENG ROAD,Apartment,10,CCR,99 yrs lease commencing from 2013,1,2025918,850,Strata,01 to 05,2382,9/1/2013,2000-2499,<105
357,JERVOIS GROVE,JERVOIS ROAD,Apartment,10,CCR,Freehold,1,1900000,1410,Strata,01 to 05,1347,9/1/2013,1000-1499,>900 / Freehold
376,CLUNY PARK RESIDENCE,CLUNY PARK ROAD,Condominium,10,CCR,Freehold,1,4782000,1594,Strata,01 to 05,3000,9/1/2013,3000-3499,>900 / Freehold
377,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2174040,1281,Strata,26 to 30,1697,9/1/2013,1500-1999,<105
384,VERDURE,HOLLAND ROAD,Condominium,10,CCR,Freehold,1,2050000,1066,Strata,01 to 05,1924,9/1/2013,1500-1999,>900 / Freehold
401,WATERFALL GARDENS,FARRER ROAD,Condominium,10,CCR,Freehold,1,2950000,1830,Strata,01 to 05,1612,9/1/2013,1500-1999,>900 / Freehold
414,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1383340,678,Strata,06 to 10,2040,9/1/2013,2000-2499,>900 / Freehold
415,CLUNY PARK RESIDENCE,CLUNY PARK ROAD,Condominium,10,CCR,Freehold,1,6114000,1787,Strata,01 to 05,3422,9/1/2013,3000-3499,>900 / Freehold
430,VOLARI,BALMORAL ROAD,Condominium,10,CCR,Freehold,1,3000000,1324,Strata,01 to 05,2266,9/1/2013,2000-2499,>900 / Freehold
2,COMPASS HEIGHTS,SENGKANG SQUARE,Apartment,19,OCR,99 yrs lease commencing from 2000,1,680000,689,Strata,06 to 10,987,8/1/2014,500-999,<105
4,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,1,1250000,990,Strata,01 to 05,1262,8/1/2014,1000-1499,<105
5,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,1,760000,474,Strata,01 to 05,1605,8/1/2014,1500-1999,<105
6,THE QUARTZ,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2005,1,1050000,1066,Strata,06 to 10,985,8/1/2014,500-999,<105
8,THE SUNNYDALE,SERANGOON AVENUE 3,Condominium,19,OCR,99 yrs lease commencing from 1997,1,1300000,1346,Strata,01 to 05,966,8/1/2014,500-999,<105
10,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,1,1187878,980,Strata,11 to 15,1213,8/1/2014,1000-1499,<105
13,THE SPRINGBLOOM,SERANGOON AVENUE 3,Condominium,19,OCR,99 yrs lease commencing from 1995,1,1230000,1130,Strata,06 to 10,1088,8/1/2014,1000-1499,<105
15,REGENTVILLE,HOUGANG STREET 92,Apartment,19,OCR,99 yrs lease commencing from 1996,1,830000,980,Strata,11 to 15,847,8/1/2014,500-999,<105
17,CHUAN PARK,LORONG CHUAN,Condominium,19,OCR,99 yrs lease commencing from 1980,1,1620000,1851,Strata,16 to 20,875,8/1/2014,500-999,<105
18,PARC CENTROS,PUNGGOL CENTRAL,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1100000,990,Strata,11 to 15,1111,8/1/2014,1000-1499,<105
19,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1625000,1367,Strata,06 to 10,1189,8/1/2014,1000-1499,<105
22,SUITES @ PAYA LEBAR,UPPER PAYA LEBAR ROAD,Apartment,19,OCR,Freehold,1,610000,377,Strata,01 to 05,1619,8/1/2014,1500-1999,>900 / Freehold
24,JADE RESIDENCES,LEW LIAN VALE,Apartment,19,OCR,Freehold,1,1500000,1130,Strata,01 to 05,1327,8/1/2014,1000-1499,>900 / Freehold
25,THE QUINN,BARTLEY ROAD,Apartment,19,OCR,Freehold,1,1452958,1066,Strata,01 to 05,1363,8/1/2014,1000-1499,>900 / Freehold
26,JADE RESIDENCES,LEW LIAN VALE,Apartment,19,OCR,Freehold,1,1500000,1130,Strata,01 to 05,1327,8/1/2014,1000-1499,>900 / Freehold
28,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,1,783000,474,Strata,06 to 10,1653,8/1/2014,1500-1999,<105
29,AMARANDA GARDENS,SERANGOON AVENUE 3,Condominium,19,OCR,Freehold,1,1600000,1163,Strata,06 to 10,1376,8/1/2014,1000-1499,>900 / Freehold
30,THE BENTLY RESIDENCES@KOVAN,KOVAN ROAD,Apartment,19,OCR,Freehold,1,810000,592,Strata,01 to 05,1368,8/1/2014,1000-1499,>900 / Freehold
31,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,1,775000,474,Strata,01 to 05,1636,8/1/2014,1500-1999,<105
32,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1035000,893,Strata,06 to 10,1158,8/1/2014,1000-1499,<105
33,CHUAN PARK,LORONG CHUAN,Condominium,19,OCR,99 yrs lease commencing from 1980,1,1130000,1173,Strata,11 to 15,963,8/1/2014,500-999,<105
35,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,910500,721,Strata,01 to 05,1263,8/1/2014,1000-1499,<105
36,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,820000,474,Strata,16 to 20,1731,8/1/2014,1500-1999,>900 / Freehold
38,SUITES @ PAYA LEBAR,UPPER PAYA LEBAR ROAD,Apartment,19,OCR,Freehold,1,920000,1249,Strata,01 to 05,737,8/1/2014,500-999,>900 / Freehold
42,WATERTOWN,PUNGGOL CENTRAL,Apartment,19,OCR,99 yrs lease commencing from 2011,1,1000000,807,Strata,06 to 10,1239,8/1/2014,1000-1499,<105
43,SUITES @ PAYA LEBAR,UPPER PAYA LEBAR ROAD,Apartment,19,OCR,Freehold,1,908000,1238,Strata,01 to 05,734,8/1/2014,500-999,>900 / Freehold
44,TERRASSE,TERRASSE LANE,Condominium,19,OCR,99 yrs lease commencing from 2010,1,630000,538,Strata,01 to 05,1171,8/1/2014,1000-1499,<105
45,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,1,1520000,1216,Strata,06 to 10,1250,8/1/2014,1000-1499,<105
46,TRILIVE,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1020000,614,Strata,01 to 05,1662,8/1/2014,1500-1999,>900 / Freehold
48,GRAND REGALIA,UPPER SERANGOON ROAD,Apartment,19,OCR,Freehold,1,1000000,1206,Strata,01 to 05,829,8/1/2014,500-999,>900 / Freehold
51,RIO VISTA,UPPER SERANGOON VIEW,Condominium,19,OCR,99 yrs lease commencing from 2001,1,1250000,1604,Strata,01 to 05,779,8/1/2014,500-999,<105
52,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1038408,893,Strata,11 to 15,1162,8/1/2014,1000-1499,<105
53,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,1,1320000,904,Strata,06 to 10,1460,8/1/2014,1000-1499,<105
54,KOVAN RESIDENCES,KOVAN ROAD,Condominium,19,OCR,99 yrs lease commencing from 2007,1,1260000,947,Strata,16 to 20,1330,8/1/2014,1000-1499,<105
56,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,2203682,1367,Strata,06 to 10,1612,8/1/2014,1500-1999,>900 / Freehold
57,KOVAN GRANDEUR,TAMPINES ROAD,Apartment,19,OCR,99 yrs lease commencing from 2010,1,675000,570,Strata,01 to 05,1183,8/1/2014,1000-1499,<105
58,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1239000,1130,Strata,01 to 05,1096,8/1/2014,1000-1499,<105
60,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1134750,1012,Strata,16 to 20,1121,8/1/2014,1000-1499,<105
61,SIMON PLAZA,KOVAN ROAD,Apartment,19,OCR,Freehold,1,1371000,1679,Strata,01 to 05,816,8/1/2014,500-999,>900 / Freehold
62,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1275000,1130,Strata,06 to 10,1128,8/1/2014,1000-1499,<105
64,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,1,1810000,1755,Strata,06 to 10,1032,8/1/2014,1000-1499,<105
67,TRILIVE,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1360000,904,Strata,06 to 10,1504,8/1/2014,1500-1999,>900 / Freehold
69,PARC VERA,HOUGANG STREET 32,Condominium,19,OCR,99 yrs lease commencing from 2010,1,2400000,3950,Strata,16 to 20,608,8/1/2014,500-999,<105
70,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,2214090,1367,Strata,06 to 10,1620,8/1/2014,1500-1999,>900 / Freehold
71,SUNGLADE,SERANGOON AVENUE 2,Condominium,19,OCR,99 yrs lease commencing from 2000,1,1100000,1044,Strata,01 to 05,1054,8/1/2014,1000-1499,<105
72,RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 yrs lease commencing from 2011,1,647010,657,Strata,01 to 05,985,8/1/2014,500-999,<105
77,KOVAN RESIDENCES,KOVAN ROAD,Condominium,19,OCR,99 yrs lease commencing from 2007,1,1150000,883,Strata,06 to 10,1303,7/1/2014,1000-1499,<105
80,PALM HAVEN,PALM GROVE AVENUE,Condominium,19,OCR,999 yrs lease commencing from 1876,1,1510000,1636,Strata,01 to 05,923,7/1/2014,500-999,>900 / Freehold
82,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,1,1508000,1044,Strata,06 to 10,1444,7/1/2014,1000-1499,<105
86,CHILTERN PARK,SERANGOON AVENUE 3,Condominium,19,OCR,99 yrs lease commencing from 1991,1,1550000,1647,Strata,06 to 10,941,7/1/2014,500-999,<105
87,RESIDENTIAL APARTMENTS,HOUGANG AVENUE 7,Apartment,19,OCR,104 yrs lease commencing from 1986,1,960000,1722,Strata,11 to 15,557,7/1/2014,500-999,<105
88,RIVERVALE CREST,RIVERVALE CRESCENT,Apartment,19,OCR,99 yrs lease commencing from 1997,1,915000,1195,Strata,11 to 15,766,7/1/2014,500-999,<105
90,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,886500,775,Strata,01 to 05,1144,7/1/2014,1000-1499,<105
91,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,1,1120000,980,Strata,06 to 10,1143,7/1/2014,1000-1499,<105
92,TRILIVE,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1088000,646,Strata,06 to 10,1685,7/1/2014,1500-1999,>900 / Freehold
98,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,1,800000,474,Strata,16 to 20,1689,7/1/2014,1500-1999,<105
100,REGENTVILLE,HOUGANG STREET 92,Apartment,19,OCR,99 yrs lease commencing from 1996,1,905000,1152,Strata,11 to 15,786,7/1/2014,500-999,<105
105,FONTAINE PARRY,POH HUAT ROAD,Condominium,19,OCR,999 yrs lease commencing from 1877,1,1150000,850,Strata,01 to 05,1352,7/1/2014,1000-1499,>900 / Freehold
106,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1190000,1195,Strata,01 to 05,996,7/1/2014,500-999,<105
107,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,1,1100000,1302,Strata,01 to 05,845,7/1/2014,500-999,<105
108,THE QUARTZ,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2005,1,1348888,1518,Strata,01 to 05,889,7/1/2014,500-999,<105
109,TERRASSE,TERRASSE LANE,Condominium,19,OCR,99 yrs lease commencing from 2010,1,1520000,1367,Strata,01 to 05,1112,7/1/2014,1000-1499,<105
111,CHERRY GARDENS,LORONG LEW LIAN,Apartment,19,OCR,99 yrs lease commencing from 1996,1,1400000,2228,Strata,01 to 05,628,7/1/2014,500-999,<105
115,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,886500,732,Strata,01 to 05,1211,7/1/2014,1000-1499,<105
117,THE SPRINGBLOOM,SERANGOON AVENUE 3,Condominium,19,OCR,99 yrs lease commencing from 1995,1,1520000,1453,Strata,01 to 05,1046,7/1/2014,1000-1499,<105
118,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,1,1210000,850,Strata,06 to 10,1423,7/1/2014,1000-1499,<105
120,JADE RESIDENCES,LEW LIAN VALE,Apartment,19,OCR,Freehold,1,1150000,1044,Strata,01 to 05,1101,7/1/2014,1000-1499,>900 / Freehold
121,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1889250,1636,Strata,11 to 15,1155,7/1/2014,1000-1499,<105
122,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,823110,474,Strata,11 to 15,1738,7/1/2014,1500-1999,>900 / Freehold
126,TRILIVE,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,742000,463,Strata,01 to 05,1603,7/1/2014,1500-1999,>900 / Freehold
127,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,871500,732,Strata,01 to 05,1191,7/1/2014,1000-1499,<105
128,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1122000,926,Strata,11 to 15,1212,7/1/2014,1000-1499,<105
129,TRILIVE,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1720000,1163,Strata,01 to 05,1480,7/1/2014,1000-1499,>900 / Freehold
131,THE SPRINGBLOOM,SERANGOON AVENUE 3,Condominium,19,OCR,99 yrs lease commencing from 1995,1,950000,893,Strata,16 to 20,1063,7/1/2014,1000-1499,<105
132,TRILIVE,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1064000,646,Strata,11 to 15,1647,7/1/2014,1500-1999,>900 / Freehold
133,TRILIVE,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,730000,463,Strata,01 to 05,1577,7/1/2014,1500-1999,>900 / Freehold
134,KOVAN RESIDENCES,KOVAN ROAD,Condominium,19,OCR,99 yrs lease commencing from 2007,1,1600000,1442,Strata,06 to 10,1109,7/1/2014,1000-1499,<105
135,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,888000,732,Strata,06 to 10,1213,7/1/2014,1000-1499,<105
136,TRILIVE,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,985000,614,Strata,01 to 05,1605,7/1/2014,1500-1999,>900 / Freehold
137,JADE RESIDENCES,LEW LIAN VALE,Apartment,19,OCR,Freehold,1,1500000,1130,Strata,01 to 05,1327,7/1/2014,1000-1499,>900 / Freehold
142,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1050000,893,Strata,11 to 15,1175,7/1/2014,1000-1499,<105
144,SUNGLADE,SERANGOON AVENUE 2,Condominium,19,OCR,99 yrs lease commencing from 2000,1,1420000,1238,Strata,11 to 15,1147,7/1/2014,1000-1499,<105
145,TRILIVE,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1009000,614,Strata,06 to 10,1645,7/1/2014,1500-1999,>900 / Freehold
146,TRILIVE,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1391000,883,Strata,01 to 05,1576,7/1/2014,1500-1999,>900 / Freehold
147,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,1,760000,560,Strata,11 to 15,1358,7/1/2014,1000-1499,<105
150,RESIDENTIAL APARTMENTS,HOUGANG AVENUE 2,Apartment,19,OCR,103 yrs lease commencing from 1985,1,1060000,1647,Strata,01 to 05,644,7/1/2014,500-999,<105
151,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,1,1240000,829,Strata,06 to 10,1496,7/1/2014,1000-1499,<105
152,EDEN VIEW,EDEN GROVE,Apartment,19,OCR,Freehold,1,1073000,980,Strata,01 to 05,1095,7/1/2014,1000-1499,>900 / Freehold
155,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1046000,893,Strata,11 to 15,1171,7/1/2014,1000-1499,<105
157,TRILIVE,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,871000,549,Strata,01 to 05,1587,7/1/2014,1500-1999,>900 / Freehold
158,TRILIVE,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1678000,1163,Strata,01 to 05,1443,7/1/2014,1000-1499,>900 / Freehold
159,TRILIVE,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1370000,883,Strata,06 to 10,1552,7/1/2014,1500-1999,>900 / Freehold
160,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,881250,732,Strata,01 to 05,1204,7/1/2014,1000-1499,<105
162,REGENTVILLE,HOUGANG STREET 92,Apartment,19,OCR,99 yrs lease commencing from 1996,1,935000,1152,Strata,11 to 15,812,7/1/2014,500-999,<105
163,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1077000,872,Strata,06 to 10,1235,7/1/2014,1000-1499,<105
164,RESIDENTIAL APARTMENTS,FLOWER ROAD,Apartment,19,OCR,Freehold,1,1030000,1216,Strata,01 to 05,847,7/1/2014,500-999,>900 / Freehold
166,TRILIVE,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1051000,646,Strata,06 to 10,1627,7/1/2014,1500-1999,>900 / Freehold
167,TRILIVE,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1018000,614,Strata,06 to 10,1659,7/1/2014,1500-1999,>900 / Freehold
176,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,1,1250000,904,Strata,01 to 05,1382,7/1/2014,1000-1499,<105
177,KOVAN MELODY,KOVAN ROAD,Condominium,19,OCR,99 yrs lease commencing from 2004,1,1280000,1259,Strata,11 to 15,1016,7/1/2014,1000-1499,<105
178,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1078000,893,Strata,06 to 10,1207,7/1/2014,1000-1499,<105
180,TRILIVE,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,775000,463,Strata,01 to 05,1674,7/1/2014,1500-1999,>900 / Freehold
182,TRILIVE,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1051000,646,Strata,06 to 10,1627,7/1/2014,1500-1999,>900 / Freehold
184,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,1,1110000,829,Strata,06 to 10,1339,7/1/2014,1000-1499,<105
185,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1008000,829,Strata,01 to 05,1216,7/1/2014,1000-1499,<105
187,KENSINGTON PARK CONDOMINIUM,KENSINGTON PARK DRIVE,Condominium,19,OCR,999 yrs lease commencing from 1878,1,1828000,1658,Strata,11 to 15,1103,7/1/2014,1000-1499,>900 / Freehold
189,RESIDENTIAL APARTMENTS,HOUGANG AVENUE 2,Apartment,19,OCR,103 yrs lease commencing from 1985,1,880000,1690,Strata,06 to 10,521,7/1/2014,500-999,<105
190,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,1,1158000,980,Strata,06 to 10,1182,7/1/2014,1000-1499,<105
191,RIVERVALE CREST,RIVERVALE CRESCENT,Apartment,19,OCR,99 yrs lease commencing from 1997,1,910000,1206,Strata,11 to 15,755,7/1/2014,500-999,<105
192,TRILIVE,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1364000,883,Strata,06 to 10,1545,7/1/2014,1500-1999,>900 / Freehold
194,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1845490,1367,Strata,01 to 05,1350,7/1/2014,1000-1499,>900 / Freehold
195,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1046000,893,Strata,11 to 15,1171,7/1/2014,1000-1499,<105
197,KENSINGTON PARK CONDOMINIUM,KENSINGTON PARK DRIVE,Condominium,19,OCR,999 yrs lease commencing from 1878,1,1405000,1399,Strata,01 to 05,1004,7/1/2014,1000-1499,>900 / Freehold
199,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1040000,893,Strata,06 to 10,1164,6/1/2014,1000-1499,<105
200,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,701250,495,Strata,11 to 15,1416,6/1/2014,1000-1499,<105
201,THE QUINN,BARTLEY ROAD,Apartment,19,OCR,Freehold,1,828800,560,Strata,01 to 05,1481,6/1/2014,1000-1499,>900 / Freehold
202,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,1,1345000,1044,Strata,01 to 05,1288,6/1/2014,1000-1499,<105
204,REGENTVILLE,HOUGANG STREET 92,Apartment,19,OCR,99 yrs lease commencing from 1996,1,888000,1076,Strata,06 to 10,825,6/1/2014,500-999,<105
206,RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 yrs lease commencing from 2011,1,892700,915,Strata,01 to 05,976,6/1/2014,500-999,<105
207,NOUVELLE PARK,POH HUAT ROAD WEST,Condominium,19,OCR,Freehold,1,1600000,1851,Strata,01 to 05,864,6/1/2014,500-999,>900 / Freehold
208,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1073000,893,Strata,01 to 05,1201,6/1/2014,1000-1499,<105
211,EVERGREEN PARK,HOUGANG AVENUE 7,Apartment,19,OCR,99 yrs lease commencing from 1995,1,901800,1044,Strata,16 to 20,864,6/1/2014,500-999,<105
215,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,1,1600000,1335,Strata,11 to 15,1199,6/1/2014,1000-1499,<105
217,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1040000,840,Strata,11 to 15,1239,6/1/2014,1000-1499,<105
218,RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 yrs lease commencing from 2011,1,902180,915,Strata,06 to 10,986,6/1/2014,500-999,<105
219,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,1,773000,474,Strata,06 to 10,1632,6/1/2014,1500-1999,<105
220,RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 yrs lease commencing from 2011,1,854780,915,Strata,01 to 05,934,6/1/2014,500-999,<105
221,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1629180,1055,Strata,11 to 15,1544,6/1/2014,1500-1999,>900 / Freehold
222,KOVAN MELODY,KOVAN ROAD,Condominium,19,OCR,99 yrs lease commencing from 2004,1,1390000,1216,Strata,06 to 10,1143,6/1/2014,1000-1499,<105
223,THE OLD HOUSE,UPPER SERANGOON ROAD,Apartment,19,OCR,Freehold,1,1090000,1184,Strata,01 to 05,921,6/1/2014,500-999,>900 / Freehold
224,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1084000,893,Strata,11 to 15,1213,6/1/2014,1000-1499,<105
225,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,828930,484,Strata,11 to 15,1711,6/1/2014,1500-1999,>900 / Freehold
227,THE BENTLY RESIDENCES@KOVAN,KOVAN ROAD,Apartment,19,OCR,Freehold,1,860000,635,Strata,01 to 05,1354,6/1/2014,1000-1499,>900 / Freehold
228,RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 yrs lease commencing from 2011,1,897440,915,Strata,01 to 05,981,6/1/2014,500-999,<105
